ID	ALIGNMENT	COGID	CONCEPT	COUNTERPART	DOCULECT	GLOSA 1 PORT	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	IPA	MODIFIED	PET	PWT	TOKENS
920	p u d i	85	blow	pudi	DES	assoprar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	pudi	FALSE	PET	PWT	p u d i
921	p u t i	85	blow	puti	KAR	assoprar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	puti	FALSE	PET	PWT	p u t i
922	h u + i	85	blow	hu-i	KOR	assoprar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hu+i	FALSE	PET	PWT	h u + i
923	p u - -	85	blow	pu	KUB	assoprar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	pu	FALSE	PET	PWT	p u
924	h ú + i	85	blow	hú-i	MAI	assoprar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hú+i	FALSE	PET	PWT	h ú + i
925	h u - -	85	blow	hu	SEK	assoprar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hu	FALSE	PET	PWT	h u
926	h u + i	85	blow	hu-i	SIO	assoprar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hu+i	TRUE	PET	PWT	h u + i
927	p u t i	85	blow	puti	TUK	assoprar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	puti	FALSE	PET	PWT	p u t i
928	p u t i	85	blow	puti	WAN	assoprar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	puti	FALSE	PET	PWT	p u t i
929	p u r i	85	blow	puri	YUP	assoprar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	puri	FALSE	PET	PWT	p u r i
930	p u	85	blow	-	*PT	-	-	-	-	-	*pu-	FALSE	-	-	p u
931	c ẽ m ẽ	86	paca	~cebe	BAS	paca	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~cebe	FALSE	PET	PWT	c ẽ m ẽ
932	s ẽ m ẽ	86	paca	~sebe	DES	paca	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~sebe	FALSE	PET	PWT	s ẽ m ẽ
933	h ẽ m ẽ	86	paca	~hebe	KAR	paca	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~hebe	FALSE	PET	PWT	h ẽ m ẽ
934	s e m e	86	paca	seme	KOR	paca	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	seme	FALSE	PET	PWT	s e m e
935	h ẽ m ẽ	86	paca	~hebe	KUB	paca	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~hebe	FALSE	PET	PWT	h ẽ m ẽ
936	s e m e	86	paca	seme	MAI	paca	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	seme	FALSE	PET	PWT	s e m e
937	s e m e	86	paca	seme	SEK	paca	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	seme	FALSE	PET	PWT	s e m e
938	s e m e	86	paca	seme	SIO	paca	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	seme	FALSE	PET	PWT	s e m e
939	h ẽ m ẽ	86	paca	~hebe	TAN	paca	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~hebe	FALSE	PET	PWT	h ẽ m ẽ
940	s ẽ m ẽ	86	paca	~sebe	TUK	paca	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~sebe	FALSE	PET	PWT	s ẽ m ẽ
941	s ã m ã	86	paca	~saba	WAN	paca	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~saba	FALSE	PET	PWT	s ã m ã
942	e m e	86	paca	-	*PT	-	-	-	-	-	*seme	FALSE	-	-	e m e
943	( - - - ) c ĩ - ŋ ẽ	87	rub	~cige	BAS	esfregar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~cige	FALSE	*sĩkʔe	PWT	c ĩ ŋ ẽ
944	h ĩ k ẽ	87	rub	~hike	KAR	esfregar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~hike	FALSE	*sĩkʔe	PWT	h ĩ k ẽ
945	( - - - ) h ĩ - h ũ	87	rub	hĩhũ	KUB	esfregar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hĩhũ	FALSE	*sĩkʔe	PWT	h ĩ h ũ
946	s ã ʔk ẽ	87	rub	~saʔke	TUK	esfregar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~saʔke	FALSE	*sĩkʔe	PWT	s ã ʔk ẽ
947	t u u _ s ã k ẽ	87	rub	tuu ~sake	TUY	esfregar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	tuu_~sake	FALSE	*sĩkʔe	PWT	t u u _ s ã k ẽ
948	th u _ s a ʔk a	87	rub	thu saʔka	WAN	esfregar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	thu_saʔka	FALSE	*sĩkʔe	PWT	th u _ s a ʔk a
949	ĩ kʔ e	87	rub	-	*PT	-	-	-	-	-	*sĩkʔe	TRUE	-	-	ĩ kʔ e
950	( - - - - - ) - i c i ( k a m u - - )	88	monkey sp.	icikamu	BAS	macaco	coati (mai)	coati (mai)	GLOSA 3 PORT	GLOSS 3 ENGL	icikamu	FALSE	PET	PWT	i c i k a m u
951	( - - - - - ) s i i - ( - - - - - - )	88	monkey sp.	~sii	KAR	macaco	coati (mai)	coati (mai)	GLOSA 3 PORT	GLOSS 3 ENGL	~sii	FALSE	PET	PWT	s i i
952	( - - - - - ) s i s i ( k o ʔr o r o )	88	monkey sp.	sisikoʔroro	KOR	macaco	coati (mai)	coati (mai)	GLOSA 3 PORT	GLOSS 3 ENGL	sisikoʔroro	FALSE	PET	PWT	s i s i k o ʔr o r o
953	( - - - - - ) h i h i ( j o - - - - )	88	monkey sp.	hihijo	KUB	macaco	coati (mai)	coati (mai)	GLOSA 3 PORT	GLOSS 3 ENGL	hihijo	FALSE	PET	PWT	h i h i j o
954	( - - - - - ) t∫ i t∫ i ( - - - - - - )	88	monkey sp.	t∫it∫i	MAI	macaco	coati (mai)	coati (mai)	GLOSA 3 PORT	GLOSS 3 ENGL	t∫it∫i	FALSE	PET	PWT	t∫ i t∫ i
955	( - - - - - ) s i - s i ( - - - - - - - )	88	monkey sp.	sisi	SIO	macaco	coati (mai)	coati (mai)	GLOSA 3 PORT	GLOSS 3 ENGL	sisi	FALSE	PET	PWT	s i s i
956	( m ẽ n ẽ _ ) ĩ ʔs ĩ - ( - - - - - - )	88	monkey sp.	~bede- ~iʔsi	WAN	macaco	coati (mai)	coati (mai)	GLOSA 3 PORT	GLOSS 3 ENGL	~bede+_~iʔsi	FALSE	PET	PWT	m ẽ n ẽ + _ ĩ ʔs ĩ
957	( - - - - - ) s i s i ( - - - - - - )	88	monkey sp.	-	*PT	-	-	-	-	-	*sisi	FALSE	-	-	i s i
958	c e - c o - -	89	to smoke meat	ceco	BAS	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	ceco	FALSE	PET	PWT	c e c o
959	s i - j u - -	89	to smoke meat	siju	DES	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	siju	FALSE	PET	PWT	s i j u
960	s i - s o - -	89	to smoke meat	siso	KAR	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	siso	FALSE	PET	PWT	s i s o
961	s ɨ - j o - -	89	to smoke meat	sɨjo	KOR	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	sɨjo	FALSE	PET	PWT	s ɨ j o
962	h ɨ - j o w a	89	to smoke meat	hɨjowa	KUB	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	hɨjowa	FALSE	PET	PWT	h ɨ j o w a
963	- ã - s ɨ - -	89	to smoke meat	ãsɨ	KUE	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	ãsɨ	FALSE	PET	PWT	ã s ɨ
964	s ɨ - j o - -	89	to smoke meat	sɨjo	MAI	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	sɨjo	FALSE	PET	PWT	s ɨ j o
965	s ɨ - j o - -	89	to smoke meat	sɨjo	SEK	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	sɨjo	FALSE	PET	PWT	s ɨ j o
966	s ẽ - j o - -	89	to smoke meat	sẽjo	SIO	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	sẽjo	FALSE	PET	PWT	s ẽ j o
967	s ɨ ʔs o	89	to smoke meat	sɨʔso	TUK	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	sɨʔso	FALSE	PET	PWT	s ɨ ʔs o
968	s ɨ - s o - -	89	to smoke meat	sɨso	WAN	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	sɨso	FALSE	PET	PWT	s ɨ s o
969	s i - j u - -	89	to smoke meat	siju	YUP	moquear	to set a fire	fazer fogo	GLOSA 3 PORT	GLOSS 3 ENGL	siju	FALSE	PET	PWT	s i j u
970	ɨ ʔj o	89	to smoke meat	-	*PT	-	-	-	-	-	*sɨʔjo	TRUE	-	-	ɨ ʔj o
971	s ũ ŋ ũ	90	back	~sugu	DES	costas	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~sugu	FALSE	PET	PWT	s ũ ŋ ũ
972	h õ k ɨ̃	90	back	~hokɨ	KAR	costas	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~hokɨ	FALSE	PET	PWT	h õ k ɨ̃
973	s õ kh ɨ	90	back	sõkhɨ	KOR	costas	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sõkhɨ	FALSE	PET	PWT	s õ kh ɨ
974	s ũ k ũ	90	back	~suku	TUK	costas	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~suku	FALSE	PET	PWT	s ũ k ũ
975	s u k u	90	back	suku	TUY	costas	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	suku	FALSE	PET	PWT	s u k u
976	s ũ k ũ	90	back	~suku	WAN	costas	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~suku	FALSE	PET	PWT	s ũ k ũ
977	õ k ɨ	90	back	-	*PT	-	-	-	-	-	*sõkɨ	FALSE	-	-	õ k ɨ
978	c o t ɨ	91	pot	cotɨ	BAS	pote	clay	barro	cerâmica	clay	cotɨ	FALSE	PET	PWT	c o t ɨ
979	s o d o	91	pot	sodo	DES	pote	clay	barro	cerâmica	clay	sodo	FALSE	PET	PWT	s o d o
980	h o t ɨ	91	pot	hotɨ	KAR	pote	clay	barro	cerâmica	clay	hotɨ	FALSE	PET	PWT	h o t ɨ
981	th o th o	91	pot	thotho	KOR	pote	clay	barro	cerâmica	clay	thotho	FALSE	PET	PWT	th o th o
982	h o d o	91	pot	hodo	KUB	pote	clay	barro	cerâmica	clay	hodo	FALSE	PET	PWT	h o d o
983	t o t o	91	pot	toto	MAI	pote	clay	barro	cerâmica	clay	toto	FALSE	PET	PWT	t o t o
984	s o t o	91	pot	soto	SEK	pote	clay	barro	cerâmica	clay	soto	FALSE	PET	PWT	s o t o
985	s o t o	91	pot	soto	SIO	pote	clay	barro	cerâmica	clay	soto	FALSE	PET	PWT	s o t o
986	h o t o	91	pot	hoto	TAN	pote	clay	barro	cerâmica	clay	hoto	FALSE	PET	PWT	h o t o
987	s ɨ t ɨ	91	pot	sɨtɨ	TUK	pote	clay	barro	cerâmica	clay	sɨtɨ	FALSE	PET	PWT	s ɨ t ɨ
988	s o t ɨ	91	pot	sotɨ	TUY	pote	clay	barro	cerâmica	clay	sotɨ	FALSE	PET	PWT	s o t ɨ
989	s i t u	91	pot	situ	WAN	pote	clay	barro	cerâmica	clay	situ	FALSE	PET	PWT	s i t u
990	o t	91	pot	-	*PT	-	-	-	-	-	*sot-	FALSE	-	-	o t
991	c ũ - ã	92	red	~cua	BAS	vermelho	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~cua	FALSE	*sõʔa	PWT	c ũ ã
992	h õ - a	92	red	hõa	KAR	vermelho	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hõa	FALSE	*sõʔa	PWT	h õ a
993	h ũ ã	92	red	~hua	KUB	vermelho	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~hua	FALSE	*sõʔa	PWT	h ũ ã
994	h ũ ã	92	red	~hua	TAN	vermelho	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~hua	TRUE	*sõʔa	PWT	h ũ ã
995	s õ ʔ ã	92	red	~soʔa	TUK	vermelho	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~soʔa	FALSE	*sõʔa	PWT	s õ ʔ ã
996	s õ - ã	92	red	~soa	TUY	vermelho	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~soa	FALSE	*sõʔa	PWT	s õ ã
997	s õ ʔ ã	92	red	~soʔa	WAN	vermelho	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~soʔa	FALSE	*sõʔa	PWT	s õ ʔ ã
998	õ ʔ a	92	red	-	*PT	-	-	-	-	-	*sõʔa	FALSE	-	-	õ ʔ a
999	n ũ - ŋ ũ	93	root	~dugu	DES	raiz	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dugu	FALSE	*tʔɨ̃kʔo	PWT	n ũ ŋ ũ
1000	n ɨ̃ ʔk õ	93	root	~dɨʔko	KAR	raiz	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨʔko	FALSE	*tʔɨ̃kʔo	PWT	n ɨ̃ ʔk õ
1001	n ɨ̃ - - õ	93	root	~dɨo	KUB	raiz	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨo	FALSE	*tʔɨ̃kʔo	PWT	n ɨ̃ õ
1002	r̃ ĩ - k õ	93	root	~riko	TAN	raiz	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~riko	FALSE	*tʔɨ̃kʔo	PWT	r̃ ĩ k õ
1003	n ɨ̃ ʔk õ	93	root	~dɨʔko	TUK	raiz	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨʔko	FALSE	*tʔɨ̃kʔo	PWT	n ɨ̃ ʔk õ
1004	n ɨ̃ - k õ	93	root	~dɨko	TUY	raiz	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨko	FALSE	*tʔɨ̃kʔo	PWT	n ɨ̃ k õ
1005	n ɨ̃ ʔk õ	93	root	~dɨʔko	WAN	raiz	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨʔko	FALSE	*tʔɨ̃kʔo	PWT	n ɨ̃ ʔk õ
1006	tʔ ɨ̃ k ʔ o	93	root	-	*PT	-	-	-	-	-	*tʔɨ̃kʔo	TRUE	-	-	tʔ ɨ̃ k ʔ o
1007	r̃ ɨ̃ k ɨ̃	94	heavy	~rɨkɨ	BAS	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~rɨkɨ	FALSE	PET	PWT	r̃ ɨ̃ k ɨ̃
1008	n ɨ̃ k ɨ̃	94	heavy	~nɨkɨ	DES	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~nɨkɨ	FALSE	PET	PWT	n ɨ̃ k ɨ̃
1009	n ɨ̃ k ɨ̃	94	heavy	~dɨkɨ	KAR	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨkɨ	FALSE	PET	PWT	n ɨ̃ k ɨ̃
1010	r ɨ kh ɨ	94	heavy	rɨkhɨ	KOR	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rɨkhɨ	FALSE	PET	PWT	r ɨ kh ɨ
1011	d ɨ k ɨ	94	heavy	dɨkɨ	KUB	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨkɨ	FALSE	PET	PWT	d ɨ k ɨ
1012	d ɨ k ɨ	94	heavy	dɨkɨ	MAI	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨkɨ	FALSE	PET	PWT	d ɨ k ɨ
1013	d ɨ k ɨ	94	heavy	dɨkɨ	SEK	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨkɨ	FALSE	PET	PWT	d ɨ k ɨ
1014	d ɨ k ɨ	94	heavy	dɨkɨ	SIO	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨkɨ	FALSE	PET	PWT	d ɨ k ɨ
1015	r̃ ĩ k ĩ	94	heavy	~riki	TAN	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~riki	FALSE	PET	PWT	r̃ ĩ k ĩ
1016	n ɨ̃ k ɨ̃	94	heavy	~dɨkɨ	TUK	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨkɨ	FALSE	PET	PWT	n ɨ̃ k ɨ̃
1017	n ɨ̃ k ɨ̃	94	heavy	~dɨkɨ	TUY	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨkɨ	FALSE	PET	PWT	n ɨ̃ k ɨ̃
1018	n ɨ̃ k ɨ̃	94	heavy	~dɨkɨ	WAN	pesado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨkɨ	FALSE	PET	PWT	n ɨ̃ k ɨ̃
1019	tʔ ɨ k k ɨ	94	heavy	-	*PT	-	-	-	-	-	*tʔɨkkɨ	TRUE	-	-	tʔ ɨ k k ɨ
1020	n ɨ̃ m õ	95	wife	~dɨbo	KAR	esposa	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨbo	FALSE	PET	PWT	n ɨ̃ m õ
1021	r ɨ h o	95	wife	rɨho	KOR	esposa	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rɨho	FALSE	PET	PWT	r ɨ h o
1022	n ɨ h o	95	wife	nɨho	MAI	esposa	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	nɨho	FALSE	PET	PWT	n ɨ h o
1023	d ɨ h o	95	wife	dɨho	SEK	esposa	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨho	FALSE	PET	PWT	d ɨ h o
1024	d ɨ̃ h o	95	wife	dɨ̃ho	SIO	esposa	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨ̃ho	FALSE	PET	PWT	d ɨ̃ h o
1025	r̃ ũ m ũ	95	wife	~rubu	TAN	esposa	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~rubu	FALSE	PET	PWT	r̃ ũ m ũ
1026	n ɨ̃ m õ	95	wife	~dɨbo	TUK	esposa	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨbo	FALSE	PET	PWT	n ɨ̃ m õ
1027	n ɨ̃ m õ	95	wife	~dɨbo	TUY	esposa	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨbo	FALSE	PET	PWT	n ɨ̃ m õ
1028	n ã m õ	95	wife	~dabo	WAN	esposa	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dabo	FALSE	PET	PWT	n ã m õ
1029	tʔ ɨ̃ p o	95	wife	-	*PT	-	-	-	-	-	*tʔɨ̃po	TRUE	-	-	tʔ ɨ̃ p o
1030	r u - t e	96	cut	rute	BAS	cortar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rute	FALSE	PET	PWT	r u t e
1031	r u ʔth e	96	cut	ruʔthe	KOR	cortar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ruʔthe	FALSE	PET	PWT	r u ʔth e
1032	j ɨ - - i	96	cut	jɨi	MAI	cortar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨi	FALSE	PET	PWT	j ɨ i
1033	t ɨ̃ - t e	96	cut	tɨ̃te	SIO	cortar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	tɨ̃te	FALSE	PET	PWT	t ɨ̃ t e
1034	d ɨ - t e	96	cut	dɨte	TUK	cortar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨte	FALSE	PET	PWT	d ɨ t e
1035	d ɨ - t e	96	cut	dɨte	WAN	cortar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨte	FALSE	PET	PWT	d ɨ t e
1036	tʔ ɨ t t e	96	cut	-	*PT	-	-	-	-	-	*tʔɨtte	TRUE	-	-	tʔ ɨ t t e
1037	r o - e	97	traira fish	roe	BAS	traíra	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	roe	FALSE	PET	PWT	r o e
1038	d o - e	97	traira fish	doe	DES	traíra	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	doe	FALSE	PET	PWT	d o e
1039	r o s e	97	traira fish	rose	KAR	traíra	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rose	FALSE	PET	PWT	r o s e
1040	r o j e	97	traira fish	roje	KOR	traíra	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	roje	FALSE	PET	PWT	r o j e
1041	d o j e	97	traira fish	doje	KUB	traíra	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	doje	FALSE	PET	PWT	d o j e
1042	d o j e	97	traira fish	doje	SEK	traíra	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	doje	FALSE	PET	PWT	d o j e
1043	r o j e	97	traira fish	roje	TAN	traíra	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	roje	FALSE	PET	PWT	r o j e
1044	d o - e	97	traira fish	doe	TUK	traíra	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	doe	FALSE	PET	PWT	d o e
1045	tʔ o j e	97	traira fish	-	*PT	-	-	-	-	-	*tʔoje	TRUE	-	-	tʔ o j e
1046	r̃ õ m ĩ - õ	98	woman	~robio	BAS	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~robio	FALSE	PET	PWT	r̃ õ m ĩ õ
1047	n õ m ẽ - õ	98	woman	~dobeo	DES	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dobeo	FALSE	PET	PWT	n õ m ẽ õ
1048	r̃ õ m ĩ - õ	98	woman	~robio	KAR	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~robio	FALSE	PET	PWT	r̃ õ m ĩ õ
1049	r o m i - o	98	woman	romio	KOR	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	romio	FALSE	PET	PWT	r o m i o
1050	n õ m ĩ - -	98	woman	~dobi	KUB	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dobi	FALSE	PET	PWT	n õ m ĩ
1051	n o m i - o	98	woman	nomio	MAI	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	nomio	FALSE	PET	PWT	n o m i o
1052	d õ m i - o	98	woman	dõmio	SEK	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dõmio	FALSE	PET	PWT	d õ m i o
1053	d o m i - -	98	woman	domi	SIO	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	domi	FALSE	PET	PWT	d o m i
1054	r̃ õ m õ - -	98	woman	~robo	TAN	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~robo	FALSE	PET	PWT	r̃ õ m õ
1055	n ũ m ĩ - õ	98	woman	~dubio	TUK	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dubio	FALSE	PET	PWT	n ũ m ĩ õ
1056	n ũ m ĩ - õ	98	woman	~dubio	TUY	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dubio	FALSE	PET	PWT	n ũ m ĩ õ
1057	n ũ m ĩ n õ	98	woman	~dubido	WAN	mulher	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dubido	FALSE	PET	PWT	n ũ m ĩ n õ
1058	tʔ õ m i	98	woman	-	*PT	-	-	-	-	-	*tʔõmi-	TRUE	-	-	tʔ õ m i
